# Recorded memory-attribution ceilings for `scripts/memory-regression-guard.py`.
#
# Columns, tab separated:
#   environment_class  rss_source  geometry  field  ceiling_bytes  basis
#
# `environment_class` names a machine class, never a machine. `rss_source` is
# the diagnostic's own platform token, so a Windows working-set figure can
# never be checked against a Linux VmRSS ceiling. `geometry` is the drawable
# size in DEVICE pixels (logical window size times the output's scale factor),
# or the fixed token `any` for a field whose size does not depend on the
# drawable surface.
#
# Geometry is a required part of the key because measurement says so, not
# because it is tidy. Two captures taken minutes apart on this workstation,
# differing only in which output the compositor placed the window on, reported
# gpu_post_process_textures of 19,200,000 and 55,024,000 bytes. A ceiling that
# did not name its geometry would be either meaningless or permanently loose.
#
# Ceilings are the observed steady-state value plus roughly four percent. The
# figures they are drawn from are reproducible: two independent first-frame
# launches at the same geometry reported byte-identical grid and GPU fields;
# RSS and vertex staging varied by less than two percent. The margin exists to
# absorb allocator and font-cache variation rather than geometry drift. A
# ceiling is re-recorded when a change is intended to move a figure -- with the
# new capture, in the same commit -- and never widened to make a red run green.
#
# Deliberately not given ceilings:
#   * `rss_peak_bytes` -- a process high-water mark that includes startup
#     transients before the idle state the procedure measures. It varied by
#     about five percent across replicates whose steady-state figures were
#     identical, so a ceiling on it would report scheduling, not retention.
#   * `host_scrollback_ring`, `host_scrollback_projection`,
#     `host_scrollback_ring_slack`, `host_graphics_image_store` -- zero
#     throughout an idle capture. Pinning them at zero would pin the workload
#     rather than the terminal; the per-line scrollback cost has its own
#     measurement in the benchmark evidence tree.
#
# `host_background_image_buffer` IS pinned at zero, because that zero is a
# workload-independent invariant: the decoded RGBA buffer is released once the
# texture is uploaded, so any nonzero value is the retention regression the
# pin exists to catch.
#
# Capture procedure for this record: `docs/memory.md`, "The pre-release
# regression guard".
#
# Re-recorded 2026-08-24 from two first-frame 1600x1000 captures on the scale-1
# output, against 941873e6 plus the production MemoryUsage allocator change.
# The previous host_grid_cells basis came from a post-launch placement and did
# not reproduce this geometry; both corrected captures report 382,592 exactly.
workstation-nvidia-wayland	proc_status	1600x1000	rss_bytes	151000000	idle steady state 141,770,752 / 144,412,672 across two launches
workstation-nvidia-wayland	proc_status	1600x1000	host_accounted_bytes	1530000	idle steady state 1,462,656 / 1,462,912 across two launches
workstation-nvidia-wayland	proc_status	1600x1000	host_glyph_atlas_bitmap	135000	idle steady state 129,024, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	host_color_glyph_atlas_bitmap	96000	idle steady state 92,160, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	host_grid_cells	400000	idle steady state 382,592, identical in both corrected launches
workstation-nvidia-wayland	proc_status	1600x1000	host_vertex_staging	894000	idle steady state 858,880 / 859,136 across two launches
workstation-nvidia-wayland	proc_status	any	host_background_image_buffer	0	invariant: the decoded buffer is freed after upload, observed 0
workstation-nvidia-wayland	proc_status	1600x1000	gpu_accounted_bytes	36300000	idle steady state 34,849,328, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	gpu_glyph_atlas_texture	112000	idle steady state 107,520, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	gpu_color_glyph_atlas_texture	96000	idle steady state 92,160, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	gpu_background_image_texture	14980000	idle steady state 14,400,000, identical in both launches
workstation-nvidia-wayland	proc_status	1600x1000	gpu_post_process_textures	19968000	idle steady state 19,200,000, effects at their default settings
workstation-nvidia-wayland	proc_status	1600x1000	gpu_vertex_buffers	1092000	idle steady state 1,049,648, identical in both launches
